"","SRR19241977","SRR19241978","SRR19241979","SRR19241980","SRR19241981","SRR19241982","SRR19241983","SRR19241984"
"tRF-24-4ER81XDDKQ",3,8,1,8,14,7,15,20
"tRF-24-4P64R959JI",0,0,0,0,1,0,1,2
"tRF-24-4PU3XOUZEE",0,3,0,1,0,1,0,1
"tRF-24-4PW3FJIKE5",2,0,2,0,0,0,0,1
"tRF-24-4QD7OK8YFE",1,0,1,0,2,0,0,0
"tRF-24-51MLHVHBEQ",0,1,1,2,8,10,1,4
"tRF-24-587SI7JPJ3",0,0,0,0,1,0,0,0
"tRF-24-59MEJB5YEY",0,0,0,0,0,0,0,1
"tRF-24-5BF900BYHF",14,637,13,326,363,244,124,182
"tRF-24-5DMKYUYR1R",0,0,0,0,0,1,0,0
"tRF-24-5LDOV2QX0V",0,0,0,0,1,0,0,0
"tRF-24-5N2E489215",0,0,0,0,0,0,1,0
"tRF-24-5N2E489B15",0,0,1,0,0,0,0,0
"tRF-24-5NB2NZW7HV",1,3,1,2,4,2,5,2
"tRF-24-5P1OHE10HO",0,1,2,0,2,0,1,1
"tRF-24-5XR4NPNN0W",11,18,10,16,46,40,34,39
"tRF-24-60MV9JKLEJ",0,0,0,0,0,0,0,1
"tRF-24-63U0EZY9JR",0,0,1,0,0,0,0,0
"tRF-24-68WP9N1EJ4",0,0,0,0,0,1,0,0
"tRF-24-690M0RHBFV",0,0,1,2,1,2,1,0
"tRF-24-69JP4P9NES",0,1,0,0,0,0,0,0
"tRF-24-6JYBKRYNJO",0,1,0,0,0,0,0,0
"tRF-24-6MODJRWV2V",0,0,1,0,0,0,0,0
"tRF-24-6XQ6S8V010",1,0,0,0,0,0,0,0
"tRF-24-70VR319618",0,0,1,0,0,1,0,0
"tRF-24-727OFIZ9JP",0,1,0,0,2,1,1,0
"tRF-24-73436X6N1Z",1,0,0,0,0,0,0,0
"tRF-24-739P8WQ0EB",4,2,4,1,3,2,0,5
"tRF-24-73FJP4NY10",0,0,0,0,0,0,1,0
"tRF-24-73V2Y8L9J1",0,0,1,0,0,1,1,0
"tRF-24-73V2Y8L9JI",0,0,0,0,1,0,0,0
"tRF-24-73VL4YMYJ9",0,0,1,0,0,0,0,0
"tRF-24-74HK9FM0EE",1,0,0,0,0,0,1,0
"tRF-24-7616MSRME2",0,0,0,0,0,1,0,0
"tRF-24-7673FEWS1Q",0,1,0,0,0,0,0,0
"tRF-24-76D7M4O1J2",0,3,0,1,0,1,0,1
"tRF-24-76DRMD5112",0,0,0,0,0,1,0,0
"tRF-24-76DRR4KRJ2",0,0,0,0,1,0,1,0
"tRF-24-76HRMFWRE2",0,0,0,0,1,0,0,0
"tRF-24-76IRW9YDE2",0,1,0,0,0,1,0,0
"tRF-24-79MP909NF2",0,0,1,0,0,0,0,0
"tRF-24-79MP9P9MF2",2,1,2,4,5,3,2,7
"tRF-24-79MP9P9NFO",0,1,0,0,0,0,0,0
"tRF-24-7FERBLB3E2",0,1,0,1,0,0,0,0
"tRF-24-7ID890YBHW",0,2,1,0,2,0,0,2
"tRF-24-7O3B1NR8KK",0,0,0,0,0,0,1,0
"tRF-24-7O409Z7KKO",1,1,1,0,0,1,0,0
"tRF-24-7O58J0K827",0,13,0,3,10,7,8,12
"tRF-24-7OHFO6FJH5",0,1,0,1,2,3,0,1
"tRF-24-7P299DWUFJ",3,1,0,0,1,3,0,3
"tRF-24-7P299DZUFJ",1,1,1,1,0,1,1,1
"tRF-24-7P596VW61M",0,1,0,0,1,1,1,1
"tRF-24-7P59N3Z612",0,0,0,0,0,0,0,1
"tRF-24-7PU9XW981M",0,0,0,1,0,0,0,0
"tRF-24-7SDR29NDE2",1,0,1,0,0,0,0,0
"tRF-24-7SDRX90JI2",0,1,0,0,1,0,0,0
"tRF-24-7SER9I69I2",0,1,0,0,1,2,0,1
"tRF-24-7SERM492E2",1,1,0,1,1,0,0,0
"tRF-24-7SERML92E2",0,0,0,0,0,1,0,0
"tRF-24-7SFRJ4O1E2",0,0,0,0,0,1,1,0
"tRF-24-7SHRJFWRE2",1,0,0,0,0,0,0,0
"tRF-24-7SHRMFWRE2",1,2,0,0,3,2,0,3
"tRF-24-7SHRRHODE2",0,0,0,0,0,0,0,1
"tRF-24-7SHRRNWJE2",0,0,1,0,0,0,0,1
"tRF-24-7SI7JP8XI2",0,0,0,0,0,0,1,0
"tRF-24-7SIR69OKE2",0,0,0,0,1,0,1,0
"tRF-24-7SIRM1DVE2",0,0,0,0,0,0,1,2
"tRF-24-7SIRY7ZZI2",0,0,0,0,1,0,0,0
"tRF-24-7UXP18RZJU",1,1,0,0,0,0,0,0
"tRF-24-7UYK7IVI2O",1,0,3,2,0,0,0,0
"tRF-24-7W1R7HFEE2",0,31,2,10,21,18,17,20
"tRF-24-7X1RJYSXI2",1,1,0,1,0,0,0,2
"tRF-24-7X9PN547F6",0,3,0,2,3,1,2,2
"tRF-24-7Z2R1HPS2E",0,1,0,0,0,0,0,0
"tRF-24-81PV6RRN17",0,1,0,0,1,0,0,0
"tRF-24-83LL5FX2H3",0,0,0,0,0,1,0,0
"tRF-24-83ML5F82HQ",2,4,0,0,3,1,1,0
"tRF-24-83ML5F92H3",2,0,2,0,0,1,0,0
"tRF-24-86J8WPMNEX",7,4,4,2,4,1,1,2
"tRF-24-86V8WPMNEX",1,0,2,1,1,1,1,0
"tRF-24-877343RXIS",1,0,0,0,0,1,0,0
"tRF-24-87R718YKFQ",0,0,0,0,1,1,0,0
"tRF-24-88I26WRN16",1,0,0,0,0,0,0,0
"tRF-24-897PVP94FB",2,0,0,1,0,0,0,0
"tRF-24-8DYDZDL9JR",2,2,1,1,6,1,3,4
"tRF-24-8FFDXXE6JV",1,1,0,1,3,0,0,1
"tRF-24-8FLUD3KS25",1,1,0,0,0,0,1,0
"tRF-24-8FLUD3KS2Q",0,0,2,1,1,0,2,0
"tRF-24-8HM2OSRN17",2,0,2,1,0,2,0,2
"tRF-24-8K587SI71B",0,0,1,0,0,0,1,1
"tRF-24-8KIJL3R70Y",0,0,1,0,0,0,0,0
"tRF-24-8LHYD33U25",0,0,0,0,0,0,1,2
"tRF-24-8LHYD3MU25",1,0,2,0,0,0,1,0
"tRF-24-8NRS9NS31N",2,0,1,1,0,2,2,4
"tRF-24-8XF6RE9825",1,0,0,0,0,0,1,0
"tRF-24-8Z1MQ8YUFJ",0,0,0,0,0,0,0,1
"tRF-24-90YBOZZ7HL",0,1,0,0,0,0,0,0
"tRF-24-91D4S0QM2D",0,0,0,0,0,0,0,1
"tRF-24-93QO945N0S",0,0,0,0,0,1,0,0
"tRF-24-93W0K6MYI8",0,1,0,0,1,1,0,0
"tRF-24-93WB86892K",0,0,1,0,0,0,0,0
"tRF-24-93Y086Z3HH",0,0,0,0,0,1,0,0
"tRF-24-941QKS3WF8",1,0,0,0,0,0,0,0
"tRF-24-945NB2NZJ5",0,1,0,0,0,0,0,0
"tRF-24-94V4SMIFE7",1,0,0,0,0,0,0,0
"tRF-24-98YKISQIH2",0,0,0,0,1,0,0,0
"tRF-24-99DMEMR3FV",0,0,1,0,0,0,0,0
"tRF-24-9DWUH6QE1L",0,1,0,0,0,0,0,0
"tRF-24-9EFVI8E927",0,1,0,0,0,0,0,0
"tRF-24-9I1EWJQZFV",0,0,0,2,0,0,0,1
"tRF-24-9KIWRNL312",0,0,0,0,0,0,0,1
"tRF-24-9L8422YRF5",0,0,0,0,0,0,1,0
"tRF-24-9LON4VN1EM",2,1,2,1,0,3,2,1
"tRF-24-9M739P8WIL",7,4,6,3,3,6,4,5
"tRF-24-9MV0S4I71W",0,1,0,0,0,0,0,0
"tRF-24-9MV47P59I8",6,2,5,0,5,1,4,0
"tRF-24-9MV4QP59I8",1,0,0,0,0,0,0,0
"tRF-24-9MV4S4I71W",1,0,1,1,0,0,0,0
"tRF-24-9MVH7P59H4",15,12,18,3,5,11,10,8
"tRF-24-9MVKS4I71Z",2,3,4,2,4,2,0,1
"tRF-24-9N15WV7WIV",2,0,1,1,0,0,1,0
"tRF-24-9N1EWJQ7FV",3,5,2,9,5,8,11,14
"tRF-24-9NF5W8E7H7",1,0,1,0,1,0,1,0
"tRF-24-9NF5W8EZH7",0,1,0,1,0,1,0,0
"tRF-24-9NH5SYNXF8",0,1,0,0,0,1,0,0
"tRF-24-9NLE3JWBIR",0,0,0,0,0,1,0,0
"tRF-24-9NLM3KZSI1",0,0,1,0,1,0,0,0
"tRF-24-9NLN3JWBIR",1,1,0,0,0,1,0,0
"tRF-24-9NS334L2F1",1,36,3,26,22,13,22,34
"tRF-24-9O08F4BDHQ",3,1,0,0,1,0,1,2
"tRF-24-9P9NH57S1O",1,0,0,0,0,0,0,0
"tRF-24-9PMNH5IS15",0,0,0,0,0,0,0,1
"tRF-24-9VZVEH93JL",0,0,0,0,0,1,0,0
"tRF-24-9XEO7N982Q",1,0,0,1,1,0,0,0
"tRF-24-9Z7KZOSRFP",0,0,0,0,0,0,0,1
"tRF-24-B0845JJ82E",0,0,1,0,1,1,1,1
"tRF-24-B162XB0ZK5",0,0,0,0,0,2,2,0
"tRF-24-B2JK7PP9KQ",0,0,0,0,0,0,2,0
"tRF-24-B3J811IK2P",0,0,1,0,0,0,0,1
"tRF-24-B4ZPEK45F2",0,2,1,2,3,1,0,2
"tRF-24-B601WZ03HV",1,0,0,1,0,0,1,0
"tRF-24-BE7XO8Q61D",7,22,5,13,33,20,14,22
"tRF-24-BJ8FFDXXE5",2,16,0,10,10,6,4,2
"tRF-24-BMU00KRXIV",0,0,0,1,1,0,0,1
"tRF-24-BP4MJYSZE9",0,1,0,0,0,1,0,2
"tRF-24-BS5EOB3ZKJ",0,0,0,0,0,2,1,1
"tRF-24-BX1WZ4RZ0Z",0,0,1,0,0,1,2,0
"tRF-24-BZBZOS4YE2",21,108,31,83,109,83,79,136
"tRF-24-BZKEUI1ZJR",1,0,0,0,0,0,0,1
"tRF-24-BZUP82R9EE",0,0,0,0,0,1,0,0
"tRF-24-D112Z4R9HZ",0,0,1,0,0,1,0,0
"tRF-24-D14PU3XO2W",0,1,0,0,0,0,0,0
"tRF-24-D2UFQQKN2D",0,1,0,0,0,0,0,1
"tRF-24-D4ZWRNU312",0,0,0,0,3,0,0,1
"tRF-24-D5F1D0390S",0,0,0,0,1,0,1,0
"tRF-24-D75K8PR90Z",1,0,0,0,0,0,0,0
"tRF-24-D7B2JK7PI3",1,1,0,0,0,0,1,1
"tRF-24-D7OKW419H9",1,0,1,0,0,0,0,0
"tRF-24-D7OOJ0QX1R",0,0,0,0,0,1,1,0
"tRF-24-D80L9RQ42E",0,0,0,1,0,0,0,0
"tRF-24-D890YBOZK5",2,12,3,12,24,33,31,45
"tRF-24-D8E0LV9DK3",0,0,1,0,0,0,0,0
"tRF-24-DD1KYK37KQ",0,3,0,1,0,1,2,1
"tRF-24-DI2OOIQOH2",0,1,0,1,1,0,0,1
"tRF-24-DPUSYDY6FO",1,0,0,0,1,1,0,0
"tRF-24-DRFU8U76ED",0,0,0,0,0,0,0,1
"tRF-24-DRFU8U76FD",0,0,1,0,0,0,0,0
"tRF-24-DW9NH1NRHB",1,1,0,0,0,0,0,0
"tRF-24-DWY2MJ8FJ1",4,3,1,1,1,3,1,4
"tRF-24-DXEPZY0DF5",0,0,0,0,0,2,1,0
"tRF-24-E96MF0IUIZ",1,0,0,0,1,1,0,0
"tRF-24-E96MF0IVEZ",2,0,0,0,0,0,0,0
"tRF-24-EH623K7SF5",1,1,0,0,1,0,2,0
"tRF-24-EO7N987XFD",0,5,2,7,5,2,4,8
"tRF-24-EUB4ZPEKH2",5,11,1,4,11,9,7,17
"tRF-24-EZ03J076F5",0,0,0,0,0,1,0,1
"tRF-24-EZOMJHHSFE",0,0,1,0,0,0,0,1
"tRF-24-EZUMXKS6IZ",0,1,0,0,0,0,1,0
"tRF-24-F0QV7NLEF8",0,0,0,0,1,0,0,0
"tRF-24-F3BLHKFZ0R",0,0,0,0,0,0,1,0
"tRF-24-F8YKIR9NK2",1,1,2,1,1,1,0,1
"tRF-24-F91SS2P4IR",3,1,3,2,0,2,1,1
"tRF-24-F9LKXNYQFP",0,1,0,1,2,2,2,3
"tRF-24-FBQ622EV2R",0,9,0,2,4,4,3,3
"tRF-24-FBZP7OHFHV",0,0,0,0,1,0,0,0
"tRF-24-FJ33DSJO0W",0,1,0,0,1,0,0,0
"tRF-24-FRROWFUBHO",0,2,0,1,1,0,2,1
"tRF-24-FSXMSL732Z",3,2,2,0,3,1,1,1
"tRF-24-FX8Q9MYK1J",0,0,0,0,0,0,0,1
"tRF-24-FYYDU37YJY",1,0,0,0,0,0,0,0
"tRF-24-FZ2DN1RJKJ",0,0,0,0,0,1,0,0
"tRF-24-FZ93QO94HZ",0,0,0,0,0,0,0,1
"tRF-24-FZ9KR959H5",0,0,0,0,0,1,0,0
"tRF-24-FZF8V0JZHW",1,0,0,0,0,0,0,0
"tRF-24-H3RUSMKVHN",1,0,0,0,0,0,0,0
"tRF-24-H3RXSINHHN",1,0,0,0,0,0,0,0
"tRF-24-H3RXSINHKN",3,1,3,0,1,1,1,0
"tRF-24-H3YBY2HZEW",0,0,0,0,0,0,0,1
"tRF-24-H4SXQ3V2KJ",4,0,3,0,0,0,2,1
"tRF-24-H6I2JQSSH0",0,0,0,1,0,0,0,0
"tRF-24-H7V3LY7SED",1,0,0,0,0,0,0,1
"tRF-24-HDFX8Q9MKH",2,0,0,0,0,0,0,0
"tRF-24-HFO6FJN609",0,1,0,0,0,0,0,0
"tRF-24-HMI8W47WFD",13,23,5,18,30,32,24,44
"tRF-24-HPDEWP7SE5",0,0,1,0,0,0,0,0
"tRF-24-HQ9M739PJK",9,7,8,7,19,11,11,14
"tRF-24-HVHBEXBIK1",0,1,0,0,2,0,1,2
"tRF-24-HXD3KY7SFJ",0,0,0,0,0,0,0,1
"tRF-24-HXDD1KYK15",1,4,2,3,2,1,2,5
"tRF-24-I1539U7SFJ",0,0,0,1,0,0,0,0
"tRF-24-I2JQSSM825",0,0,0,1,0,0,0,0
"tRF-24-I2WB0Q37IO",1,0,0,0,0,0,0,0
"tRF-24-I34JRX6N1P",0,0,1,0,1,1,1,0
"tRF-24-I363U0EZK3",0,1,0,0,1,0,1,0
"tRF-24-I7JKIKYUK3",1,2,3,2,0,0,4,2
"tRF-24-I8W47W1R2M",26,26,27,14,44,20,26,50
"tRF-24-IF54RNZF2J",0,0,0,0,0,1,0,1
"tRF-24-IK74HK9F1X",0,0,1,0,0,0,0,0
"tRF-24-IK79KV0KKK",0,0,0,0,0,0,1,0
"tRF-24-INVDRI2QFV",19,33,16,18,40,44,30,33
"tRF-24-IPRVYJ9XEO",0,0,1,0,1,2,1,0
"tRF-24-IWQZPHM825",0,1,0,0,0,0,0,0
"tRF-24-J09KZYJMHO",1,0,0,0,0,0,0,0
"tRF-24-J0DPZOIPED",0,9,0,12,15,7,12,21
"tRF-24-J8WPMN1EJ3",3,0,5,1,0,0,3,2
"tRF-24-JBRR93W01J",0,0,0,1,1,0,0,0
"tRF-24-JIH6Z3NPIJ",1,2,1,0,0,1,2,0
"tRF-24-JIZKRNLN1Q",0,0,0,0,1,0,0,0
"tRF-24-JJ6RRNLI1K",0,1,0,0,0,0,0,0
"tRF-24-JKIKYUY9FH",1,0,0,0,0,1,0,0
"tRF-24-JKYOSR99I9",0,0,0,0,0,0,1,0
"tRF-24-JM8LHYD3H0",0,0,1,0,0,1,0,0
"tRF-24-JMRPFQJDKQ",4,1,4,1,0,1,3,2
"tRF-24-JN5VF3R3KP",0,0,2,1,0,2,0,0
"tRF-24-JN5XR4NPHN",1,0,1,1,1,0,1,1
"tRF-24-JNORRNLN1K",0,0,0,0,0,1,0,0
"tRF-24-JOBZBDZ5FD",0,0,0,0,0,0,1,0
"tRF-24-JOKP1M58FK",0,0,1,0,0,0,0,0
"tRF-24-JOWU1M70KK",1,0,0,0,0,0,0,0
"tRF-24-JOWU1MN0KK",0,0,1,0,0,0,0,1
"tRF-24-JQJYSWRY2Z",0,0,0,0,0,0,1,0
"tRF-24-JQR7F8YKF5",1,0,0,0,0,0,0,0
"tRF-24-JQSSM87S0V",0,0,0,1,0,0,0,0
"tRF-24-JYSWRYVMH0",418,114,496,223,74,74,84,103
"tRF-24-JYXZX5Q42E",0,0,0,0,1,0,0,0
"tRF-24-K5I34JRXI7",0,0,1,0,0,0,0,0
"tRF-24-K77343RXIS",0,0,0,0,1,0,0,0
"tRF-24-K84J83MLH9",0,0,1,0,0,0,0,0
"tRF-24-K8HJ83MLH9",0,0,1,1,0,0,0,0
"tRF-24-K8UMPLBI26",0,1,0,0,0,1,0,0
"tRF-24-KF9MVH7PIE",4,0,2,1,0,0,1,0
"tRF-24-KK761RNN1Y",0,1,0,0,0,0,0,0
"tRF-24-KK91M3WDJJ",0,0,0,0,0,1,0,0
"tRF-24-KKM1M3WDJJ",0,1,0,0,0,0,0,0
"tRF-24-KL9MVH7PIE",3,0,1,1,0,0,0,0
"tRF-24-KP1M58HU0V",0,0,0,0,0,0,1,0
"tRF-24-KPQJ3KYUHJ",0,0,0,0,0,0,0,1
"tRF-24-L7P5QK111Y",0,0,0,0,1,0,0,0
"tRF-24-L7S5QKF1IY",1,1,0,0,0,0,0,0
"tRF-24-L85DMKYUKJ",2,0,2,0,1,1,0,0
"tRF-24-L87SHRM5I9",0,1,0,0,0,0,0,0
"tRF-24-L8K87SIR1Z",0,0,0,1,0,0,0,0
"tRF-24-L981PV6RIZ",0,0,0,1,0,0,0,0
"tRF-24-LPMBQ4NK12",0,1,2,0,0,0,0,1
"tRF-24-LSM1M3WEJJ",0,0,1,0,0,0,0,0
"tRF-24-LUD3KS7S0R",0,0,0,1,0,0,0,0
"tRF-24-M0IBB7Z9FS",0,0,0,0,1,0,0,0
"tRF-24-M2OSRNLN1J",0,0,0,0,1,0,0,0
"tRF-24-M3WD8S74I6",2,0,1,1,0,0,0,0
"tRF-24-M3WE8S681U",0,1,0,0,0,0,1,0
"tRF-24-M8ZLSSXUH7",3,2,4,4,10,5,5,7
"tRF-24-MBQ4NKKQ0V",7,5,4,2,8,11,8,14
"tRF-24-MIF91SS2II",0,0,0,0,1,0,1,1
"tRF-24-ML5F924ZED",0,1,1,0,0,0,1,0
"tRF-24-MLHVHBEX0R",0,3,1,1,3,5,4,2
"tRF-24-MLQHWU46ID",0,0,0,0,0,1,0,0
"tRF-24-MN1E8Y7ZFV",13,10,13,8,17,15,12,16
"tRF-24-MN2E3KXR15",0,0,0,0,0,0,0,1
"tRF-24-MN93301M14",0,0,0,0,0,1,0,0
"tRF-24-N1Y6FPZD14",0,0,1,0,0,0,0,0
"tRF-24-N24YDRFUJK",0,0,0,0,0,0,1,0
"tRF-24-N3S3RQJV0X",0,0,1,0,1,0,0,1
"tRF-24-N3WB884UEX",1,0,1,0,0,0,0,0
"tRF-24-N3WE884UEX",2,0,0,0,0,0,1,0
"tRF-24-N547202LFW",0,4,0,3,4,2,1,2
"tRF-24-N7D9BKZ42E",0,0,0,0,0,0,0,1
"tRF-24-NBDWY2MJJ1",2,26,2,13,37,21,14,50
"tRF-24-NBRRX3W015",0,0,0,0,0,1,0,0
"tRF-24-NF56FK872E",0,0,1,0,0,0,0,0
"tRF-24-NKKQBRFKJL",0,0,0,1,0,0,0,0
"tRF-24-NMEH623K25",0,0,0,1,0,0,0,1
"tRF-24-NNBSBKZ32E",1,0,0,0,0,0,0,0
"tRF-24-NPML5FZUHM",1,0,0,0,0,0,0,0
"tRF-24-NQDVLKZ4FE",0,0,0,0,0,0,0,1
"tRF-24-NRDF7UK825",1,0,1,0,0,2,0,0
"tRF-24-NRDXEPZYEF",0,0,0,0,0,1,0,0
"tRF-24-NS56O2Z02E",1,1,0,0,0,2,0,0
"tRF-24-NS56O2ZF2E",1,0,0,0,0,0,0,0
"tRF-24-NX2VF0S7IZ",1,0,0,0,0,1,0,0
"tRF-24-NXJMFKYOKJ",0,0,0,0,1,0,0,1
"tRF-24-NY2WI0PRIZ",0,0,0,1,0,0,0,0
"tRF-24-NYRVU4722O",0,0,1,1,1,0,1,1
"tRF-24-NZD75K8P2E",0,0,0,0,0,0,0,1
"tRF-24-O045DBNI0W",1,9,0,3,7,8,4,7
"tRF-24-O1B54ZUPJR",0,2,0,0,0,0,0,0
"tRF-24-OB1690PQIY",9,11,9,7,7,5,8,10
"tRF-24-OB9ZFH69EI",3,74,1,42,46,25,17,28
"tRF-24-OSRNLNKSE4",0,0,1,0,0,0,0,0
"tRF-24-OUR8309N0Y",1,1,0,2,0,0,0,0
"tRF-24-OZMEJB5YFY",1,0,0,0,0,0,0,0
"tRF-24-OZXEKJDRHZ",0,1,0,0,0,0,0,0
"tRF-24-P27K7ZP31Q",1,0,1,1,0,1,0,0
"tRF-24-PJ58309N0Y",0,0,1,0,1,0,0,0
"tRF-24-PJ60MV9J1I",0,0,0,0,1,0,1,0
"tRF-24-PPZEVKXZEW",0,0,0,0,0,2,0,1
"tRF-24-PS5P4PW3ES",6,12,8,9,8,7,4,5
"tRF-24-PSQP4PW3ES",0,0,0,1,0,1,0,0
"tRF-24-PV6RRNLN12",0,0,0,0,0,0,0,2
"tRF-24-PV6RRNLN1K",0,0,0,1,0,0,0,1
"tRF-24-PV94V4SMFM",0,0,0,0,0,1,0,0
"tRF-24-PZK0JNORIZ",0,1,0,0,0,0,0,0
"tRF-24-Q4PUQ340IM",0,0,0,0,0,1,0,0
"tRF-24-Q622EVUI10",2,4,0,2,2,5,3,4
"tRF-24-Q6J6K6UDE2",0,14,0,3,10,5,4,9
"tRF-24-Q6S8V0J6HW",1,0,0,0,0,1,0,0
"tRF-24-Q6S8V0J8HW",2,0,4,1,1,1,1,1
"tRF-24-Q72S3HPS2E",1,0,0,0,0,0,0,0
"tRF-24-Q99P9P9NF2",4,0,6,5,3,4,2,3
"tRF-24-Q9B1XSRIJ2",1,3,1,2,1,0,4,5
"tRF-24-QI45LSM11Y",0,0,0,0,0,0,1,0
"tRF-24-QJ3KYU4R20",0,0,2,1,0,1,0,0
"tRF-24-QJ3KYUYR2D",1,0,0,0,0,0,0,0
"tRF-24-QKF1R3WEJJ",0,0,3,0,0,0,0,0
"tRF-24-QO945NB2HQ",2,12,0,5,16,11,14,21
"tRF-24-QQKNR7VJ12",0,1,0,1,0,0,0,1
"tRF-24-QR535Z8LKL",1,0,0,0,0,0,0,1
"tRF-24-QWUID4ZWIZ",0,1,0,0,0,0,0,0
"tRF-24-QXBR3XZ7E2",0,0,0,1,2,1,0,4
"tRF-24-QXL13XZ512",0,2,0,0,2,0,0,0
"tRF-24-QZPHVU6R1Y",0,2,1,1,0,1,0,0
"tRF-24-QZR44ER8FE",2,0,0,1,1,1,0,1
"tRF-24-R29P4P9LH9",27,30,30,19,28,25,15,13
"tRF-24-R2IP4OI3ES",0,1,0,0,1,0,0,0
"tRF-24-R3VJ4ZZ5FV",0,2,0,0,0,0,0,0
"tRF-24-R4XLR828E6",0,0,1,0,0,0,0,0
"tRF-24-R7184KISIM",0,0,0,0,0,0,0,1
"tRF-24-R718YKISIM",0,0,2,0,1,0,0,0
"tRF-24-R71KVUY92E",0,0,0,1,0,0,0,0
"tRF-24-R7F8YKIRJZ",2,0,0,0,0,0,1,0
"tRF-24-R81XDDZZH3",0,0,0,2,1,0,0,1
"tRF-24-R95R3JH9FV",1,1,0,1,0,0,0,1
"tRF-24-R9DR3JH9FV",1,0,0,0,0,0,0,0
"tRF-24-R9JP9P9NF2",1,0,0,0,0,0,0,0
"tRF-24-R9O9NJ9I1V",1,0,0,2,0,0,2,1
"tRF-24-RK9P4P9LH9",7,5,17,9,7,4,8,2
"tRF-24-RKIP4OI3ES",0,0,0,1,0,0,0,0
"tRF-24-RKJP4P9LH9",0,0,2,0,0,0,0,0
"tRF-24-RKVPNPMLH9",0,0,0,0,0,0,1,0
"tRF-24-RN11WZY1E2",0,4,3,0,6,4,2,5
"tRF-24-RN2NKSEKH9",0,0,0,0,0,0,1,0
"tRF-24-RNLIK898HR",0,0,2,1,1,0,0,0
"tRF-24-RNLNK88KHR",12,3,7,0,1,2,2,3
"tRF-24-RNLNKSEKH9",2,0,2,1,0,0,0,0
"tRF-24-ROWFUBNO0W",1,13,0,7,21,17,20,23
"tRF-24-RP9830MM2S",0,0,0,0,0,0,1,0
"tRF-24-RPD9W1X618",0,0,1,0,0,0,0,0
"tRF-24-RPFQRDWXF3",2,0,2,1,0,1,0,0
"tRF-24-RPFQRDWXFJ",4,2,5,1,7,0,1,4
"tRF-24-RPM830MM2S",1,1,0,0,1,0,1,0
"tRF-24-RS9NS3341S",5,0,5,3,1,3,2,3
"tRF-24-RUSMKVNMEM",0,0,1,0,0,0,0,0
"tRF-24-RVU4727OER",0,1,0,1,6,0,0,1
"tRF-24-RW18V6XOIE",0,0,0,0,0,1,0,0
"tRF-24-RX6N38Z9EJ",0,0,0,1,0,0,0,0
"tRF-24-RX6NMH49EK",2,3,3,1,0,1,0,1
"tRF-24-RXPIN24YED",1,1,2,0,0,3,4,0
"tRF-24-RXPIN2NYED",0,1,0,0,0,0,0,1
"tRF-24-RXSINHZ4IK",1,0,0,0,0,0,0,0
"tRF-24-RXSMKVNMEM",0,0,0,0,0,1,0,0
"tRF-24-RYVMMV5B2V",0,0,0,1,2,2,0,1
"tRF-24-S2P46INOJ5",0,0,1,0,1,0,0,0
"tRF-24-S3M8309N0Y",8,4,10,12,12,6,8,5
"tRF-24-S79PVOEO2U",0,0,1,0,0,0,0,0
"tRF-24-S9HENBRSJS",0,0,0,0,0,1,0,0
"tRF-24-S9SB3B5S1Y",0,0,0,0,0,0,0,1
"tRF-24-S9Y8RH93JL",0,0,0,0,0,0,0,1
"tRF-24-SB325UB1KQ",0,0,0,0,0,0,0,1
"tRF-24-SJ7JLJR70Y",0,0,0,0,0,0,0,1
"tRF-24-SL73VL4YHE",5,0,4,1,0,0,0,0
"tRF-24-SLDPUSYDKJ",3,1,0,1,2,0,1,2
"tRF-24-SP58309M2S",0,1,1,1,0,0,0,0
"tRF-24-SWRYVMMVHX",43,4,35,11,1,3,0,7
"tRF-24-SX0DIJZ7FV",0,1,0,0,0,0,0,0
"tRF-24-SX73V2Y81W",7,1,4,0,0,2,2,3
"tRF-24-SX7JV2Y81W",1,0,0,0,0,0,0,0
"tRF-24-SXQ3V2Y72E",3,1,0,0,0,1,1,2
"tRF-24-SXR3IEWSHQ",0,0,1,0,0,0,0,0
"tRF-24-U00KRX67HQ",1,1,0,0,1,0,0,1
"tRF-24-U37Y93Y0JJ",0,0,0,2,5,0,1,3
"tRF-24-U4307W5N17",0,0,0,0,1,0,0,0
"tRF-24-U4727OFIKQ",0,4,1,2,2,1,0,5
"tRF-24-U736DFHFHL",2,3,1,2,1,0,1,1
"tRF-24-UE15MXE9F7",0,0,0,0,1,0,0,0
"tRF-24-UJJKIWRN1S",0,0,0,0,0,1,0,0
"tRF-24-UMPLBIUBHQ",0,1,0,0,0,2,1,1
"tRF-24-UMXKS6RNFS",0,0,0,0,0,1,0,0
"tRF-24-UP0O51YOEV",0,0,0,0,1,1,0,2
"tRF-24-V29K9UV3IU",10,2,13,4,5,3,5,5
"tRF-24-V2Y7RZ81FY",0,0,0,1,0,0,0,0
"tRF-24-V2Y8L981I2",1,0,0,0,0,0,0,0
"tRF-24-V2Y8L981IK",0,1,0,0,0,0,1,0
"tRF-24-V3WD8YQ8HK",0,0,0,1,0,0,0,0
"tRF-24-V470VR31KD",0,0,2,0,0,0,1,0
"tRF-24-V47P596VJ5",5,2,0,0,3,1,1,0
"tRF-24-V47PU9XWK0",2,2,4,2,0,1,3,2
"tRF-24-V47PVR31KD",2,0,0,0,2,0,0,0
"tRF-24-V47Q2WNIK1",0,0,0,0,0,0,1,0
