"","SRR19241977","SRR19241978","SRR19241979","SRR19241980","SRR19241981","SRR19241982","SRR19241983","SRR19241984"
"tRF-21-ILQX3R8B0",0,0,0,0,0,0,4.57,0
"tRF-21-IMLWRNLDD",0,0,0,0,4.42,0,9.13,0
"tRF-21-INVDRI2QD",45.62,312.62,21.06,192.82,295.89,289.65,141.58,276.37
"tRF-21-IPRVYJ9XB",0,0,0,0,0,0,4.57,0
"tRF-21-IRJ9ZH0S0",0,0,3.51,0,0,0,0,0
"tRF-21-IWQ7PHM80",3.04,0,0,6.43,8.83,0,0,3.89
"tRF-21-IWQZPHM80",3.04,0,3.51,0,0,0,0,0
"tRF-21-J09KZYJMD",6.08,5.12,7.02,19.28,17.67,0,13.7,23.36
"tRF-21-J0DPZOIPB",0,5.12,7.02,12.85,13.25,0,4.57,3.89
"tRF-21-J0K8UMPLB",0,5.12,0,0,0,0,0,3.89
"tRF-21-J4RPFQJDE",3.04,0,0,0,0,0,0,0
"tRF-21-J4S2I7L7E",6.08,0,0,0,0,0,0,0
"tRF-21-J8WPMN1EE",0,0,7.02,0,0,0,0,0
"tRF-21-J9ZH0SR90",0,5.12,3.51,6.43,0,0,4.57,0
"tRF-21-JBRR93W0D",0,0,3.51,0,0,0,0,0
"tRF-21-JD22PZ20D",0,0,0,0,0,4.46,0,3.89
"tRF-21-JE22RR33E",0,0,0,0,0,4.46,0,0
"tRF-21-JHOJ7IR1D",0,0,10.53,0,4.42,4.46,9.13,0
"tRF-21-JIZKRNLND",9.12,5.12,3.51,6.43,0,4.46,0,0
"tRF-21-JKIKYUY9B",3.04,5.12,3.51,0,0,4.46,9.13,11.68
"tRF-21-JMRPFQ5DD",15.21,0,3.51,0,0,4.46,0,0
"tRF-21-JMRPFQJDE",18.25,0,7.02,0,13.25,8.91,22.84,23.36
"tRF-21-JMRPFQRDE",33.45,0,45.63,0,8.83,35.65,27.4,19.46
"tRF-21-JN5VF3R3E",6.08,0,3.51,6.43,0,0,0,0
"tRF-21-JN5XR4NPD",0,5.12,0,0,0,0,0,3.89
"tRF-21-JNRPFQJDE",0,0,0,0,4.42,0,0,0
"tRF-21-JOWU1M70E",57.78,46.12,52.65,70.7,83.91,84.67,50.24,62.28
"tRF-21-JOWUDMN0E",0,0,3.51,0,0,0,0,0
"tRF-21-JQR7F8YKB",0,5.12,0,0,0,0,0,0
"tRF-21-JYSWRYVMD",106.44,276.75,77.21,443.5,353.31,325.3,447.58,428.18
"tRF-21-JZL4Q4R90",0,0,0,0,0,0,0,3.89
"tRF-21-K0SVRNLMD",0,0,0,0,0,0,0,3.89
"tRF-21-K2821IQ4E",0,5.12,0,0,0,0,0,0
"tRF-21-K2821NQ4E",0,0,0,0,0,4.46,0,0
"tRF-21-K4HWH3RX0",0,0,3.51,0,0,0,0,0
"tRF-21-K5I34JRX0",0,0,0,0,4.42,0,0,0
"tRF-21-K8UMPLBIE",0,5.12,0,12.85,0,4.46,9.13,0
"tRF-21-KJZ8R3WEE",0,0,3.51,0,0,0,4.57,0
"tRF-21-KK5Y93W0E",0,0,0,0,0,0,4.57,3.89
"tRF-21-KK91M3WDE",3.04,0,3.51,0,0,0,0,0
"tRF-21-KKM1M3WDE",0,0,0,0,0,0,0,3.89
"tRF-21-KL9MVH7P0",0,0,0,0,0,0,0,3.89
"tRF-21-KNNVORRND",3.04,0,0,0,0,4.46,0,0
"tRF-21-KPQJ3KYUD",0,0,0,6.43,0,0,0,0
"tRF-21-KQBRFKWE0",0,0,3.51,0,0,0,0,0
"tRF-21-KQWYL1M3E",3.04,0,0,0,0,0,4.57,0
"tRF-21-L2DI2OOI0",0,5.12,0,0,0,0,0,3.89
"tRF-21-L33VL8W1B",0,0,0,0,0,0,0,3.89
"tRF-21-L3489B3RB",0,0,0,0,0,0,4.57,0
"tRF-21-L7S5QKF10",0,0,0,0,0,0,4.57,0
"tRF-21-L85DMKYUE",12.17,5.12,10.53,0,13.25,8.91,0,3.89
"tRF-21-L85J3KYUE",0,0,0,0,0,0,0,3.89
"tRF-21-L8K87SIRD",0,0,3.51,0,0,0,0,0
"tRF-21-L981PV6R0",0,0,0,0,0,4.46,0,0
"tRF-21-LB3KMB01B",0,10.25,0,0,0,0,4.57,7.79
"tRF-21-LBKM4Y41B",0,15.37,3.51,0,8.83,0,0,3.89
"tRF-21-LBRY73W0D",3.04,0,0,0,0,0,0,0
"tRF-21-LE2WMK81B",0,0,3.51,0,0,0,0,0
"tRF-21-LE308HP1B",0,0,0,0,0,4.46,0,0
"tRF-21-LE3VLIE1B",0,0,3.51,0,0,0,0,3.89
"tRF-21-LE48923RB",0,0,0,0,0,0,0,3.89
"tRF-21-LEK58Y01B",0,5.12,7.02,0,0,13.37,0,3.89
"tRF-21-LEK5LYK1B",0,0,0,0,4.42,0,4.57,3.89
"tRF-21-LEK5YY01B",3.04,0,7.02,12.85,4.42,0,9.13,7.79
"tRF-21-LEKPM43RB",0,0,0,0,0,0,0,3.89
"tRF-21-LEKQ3SW1B",0,0,3.51,0,0,0,0,3.89
"tRF-21-LI38NJW1B",3.04,5.12,0,0,13.25,4.46,0,3.89
"tRF-21-LIK898O1B",0,0,0,6.43,0,0,0,0
"tRF-21-LJKP9BK1B",3.04,5.12,3.51,0,0,4.46,4.57,0
"tRF-21-LM3KZSP1B",0,0,0,6.43,0,0,0,0
"tRF-21-LMK8J7K1B",0,30.75,14.04,19.28,13.25,13.37,4.57,7.79
"tRF-21-LMKPJ7K1B",0,5.12,0,0,0,0,0,0
"tRF-21-LN3JWB61B",0,0,7.02,0,0,0,0,0
"tRF-21-LN4Q1RV1B",0,0,3.51,0,4.42,0,0,0
"tRF-21-LNK8KDP1B",0,15.37,3.51,6.43,4.42,0,0,7.79
"tRF-21-LNK8KEP1B",0,5.12,0,0,0,0,0,11.68
"tRF-21-LNK8KQP1B",0,0,0,6.43,0,0,0,0
"tRF-21-LPMBQ4NKD",6.08,0,17.55,12.85,4.42,0,9.13,3.89
"tRF-21-LSM1M3WEE",0,0,0,0,0,0,0,3.89
"tRF-21-LZ13Q01MD",3.04,0,0,0,0,0,0,0
"tRF-21-M0NK5Y93E",0,0,0,0,0,0,4.57,0
"tRF-21-M1M3WE8S0",0,0,0,0,0,0,4.57,0
"tRF-21-M2OSRNLND",0,0,10.53,0,4.42,0,4.57,0
"tRF-21-M3Q01M3KE",0,0,3.51,0,0,0,0,0
"tRF-21-M8ZLSSXU0",15.21,30.75,31.59,38.56,22.08,22.28,31.97,70.07
"tRF-21-MBQ4NKKQB",9.12,15.37,0,19.28,8.83,8.91,9.13,3.89
"tRF-21-MEF91SS20",3.04,0,3.51,0,0,0,0,0
"tRF-21-MEJB5Y13E",0,0,0,0,0,0,4.57,0
"tRF-21-MIF91SS20",0,0,7.02,0,4.42,4.46,0,0
"tRF-21-MKYUYRLH0",0,0,3.51,0,4.42,0,0,3.89
"tRF-21-ML5F82NZB",0,0,3.51,0,0,0,0,0
"tRF-21-MLHVHBEXB",0,5.12,0,0,0,4.46,0,3.89
"tRF-21-MMUKLYM9B",0,5.12,0,0,0,0,0,0
"tRF-21-MN1E8Y7ZD",39.54,10.25,38.61,12.85,13.25,17.82,9.13,3.89
"tRF-21-MNH5IS36D",0,0,0,0,0,0,0,3.89
"tRF-21-MNH5SYNXD",15.21,10.25,14.04,25.71,0,0,9.13,3.89
"tRF-21-MNLB3KMBB",3.04,0,3.51,0,0,0,0,0
"tRF-21-MNLM3KMBB",0,0,7.02,0,0,0,4.57,0
"tRF-21-MPW4PU73E",0,5.12,0,0,0,0,4.57,0
"tRF-21-MXSL735LE",0,0,0,0,0,0,4.57,0
"tRF-21-N0RR1380E",3.04,0,0,0,0,0,0,0
"tRF-21-N1EH6KK80",0,0,7.02,0,0,8.91,0,0
"tRF-21-N3S3RQJVB",3.04,0,0,0,0,0,0,0
"tRF-21-N3WE884UB",0,0,3.51,0,0,4.46,0,0
"tRF-21-N547202LD",0,0,0,6.43,0,0,0,0
"tRF-21-N5ORNQY1D",0,0,7.02,6.43,0,0,0,0
"tRF-21-N90VL8K80",0,0,0,0,0,0,0,3.89
"tRF-21-NB8PLML3E",6.08,5.12,17.55,6.43,8.83,35.65,9.13,7.79
"tRF-21-NBDWY2MJE",0,46.12,0,38.56,88.33,57.93,27.4,85.64
"tRF-21-NMEH623K0",21.29,46.12,52.65,25.71,35.33,57.93,18.27,19.46
"tRF-21-NO0RNQYXD",0,0,0,0,0,0,0,3.89
"tRF-21-NOBZUP820",0,0,0,0,0,0,0,3.89
"tRF-21-NONU3INDD",18.25,25.62,31.59,38.56,57.41,84.67,41.1,66.17
"tRF-21-NPJX0ZY0E",0,0,0,6.43,0,0,0,0
"tRF-21-NRDF7UK80",12.17,15.37,10.53,12.85,4.42,4.46,13.7,19.46
"tRF-21-NSRJ7KYUB",0,0,0,6.43,0,0,0,0
"tRF-21-NYDRFO8U0",3.04,10.25,3.51,0,0,0,0,0
"tRF-21-NYDRFU8U0",0,0,0,0,0,4.46,0,0
"tRF-21-NYRKYUY7E",0,0,0,0,4.42,0,0,0
"tRF-21-NYRVU4720",0,0,3.51,6.43,0,0,0,0
"tRF-21-NZD75K8P0",0,5.12,0,0,4.42,0,0,0
"tRF-21-O045DBNIB",0,5.12,3.51,0,4.42,4.46,0,3.89
"tRF-21-O9XEKJ5R0",9.12,0,0,0,0,0,4.57,0
"tRF-21-OB1690PQ0",3.04,0,0,12.85,0,0,0,3.89
"tRF-21-OB9ZFH69B",36.5,502.24,7.02,430.64,242.9,187.16,114.18,237.44
"tRF-21-OKW41951E",0,5.12,0,0,0,0,0,0
"tRF-21-OOJ0QXL1D",3.04,10.25,0,12.85,4.42,4.46,0,3.89
"tRF-21-OQIMLWRND",0,0,3.51,0,0,0,0,0
"tRF-21-OZXEKJ5R0",0,0,0,0,0,0,4.57,0
"tRF-21-P27K7ZP3D",0,0,0,0,4.42,0,4.57,0
"tRF-21-P2801MK8E",0,5.12,0,0,0,0,0,0
"tRF-21-P2PSSELQB",0,5.12,0,0,13.25,26.74,9.13,7.79
"tRF-21-P3X1M3WEE",0,0,0,0,0,4.46,0,0
"tRF-21-P5QK11M3E",0,0,0,0,0,0,0,3.89
"tRF-21-PH1MNKYUE",0,0,0,0,0,4.46,0,0
"tRF-21-PHVU6RM3E",3.04,5.12,0,0,0,0,0,0
"tRF-21-PIN24YDR0",0,0,0,6.43,0,0,0,0
"tRF-21-PJ60MV9JD",6.08,5.12,10.53,0,8.83,0,4.57,3.89
"tRF-21-PLQVNRDF0",0,0,3.51,0,0,0,0,0
"tRF-21-PS5P4PW3B",6.08,10.25,14.04,12.85,17.67,22.28,9.13,11.68
"tRF-21-PSQP4PW3B",0,0,3.51,0,0,0,0,0
"tRF-21-PV6RRNLND",0,0,7.02,0,0,4.46,4.57,0
"tRF-21-PYKHM26R0",0,5.12,0,6.43,0,0,0,0
"tRF-21-Q2FWQ8P6E",3.04,10.25,14.04,6.43,13.25,0,4.57,11.68
"tRF-21-Q622EVUID",0,220.37,0,147.83,123.66,80.21,82.21,116.78
"tRF-21-Q6S8V0J80",3.04,0,0,0,0,0,0,0
"tRF-21-Q89P9L84D",0,0,3.51,0,0,0,0,0
"tRF-21-QFZ2N7D9B",0,0,0,0,0,0,4.57,0
"tRF-21-QIY5LSM1D",0,0,0,0,4.42,0,0,0
"tRF-21-QJ3KYU4R0",3.04,5.12,0,0,8.83,0,0,3.89
"tRF-21-QJ3KYUYR0",3.04,0,0,0,4.42,0,0,0
"tRF-21-QKF1R3WEE",12.17,0,0,6.43,8.83,22.28,0,3.89
"tRF-21-QO945NB2D",0,25.62,3.51,12.85,22.08,13.37,9.13,38.93
"tRF-21-QQKNR7VJD",3.04,5.12,0,0,17.67,4.46,0,7.79
"tRF-21-QWUID4ZW0",0,0,0,6.43,0,0,0,0
"tRF-21-QZRK7SIRE",0,0,0,6.43,0,0,0,0
"tRF-21-R008R959D",0,0,0,0,0,0,0,3.89
"tRF-21-R29P4P9L0",12.17,20.5,17.55,38.56,53,22.28,18.27,3.89
"tRF-21-R2IP4O73B",0,0,3.51,0,0,0,0,0
"tRF-21-R2IP4OI3B",3.04,0,3.51,6.43,0,0,0,0
"tRF-21-R2Z4R95MD",0,0,0,0,0,0,9.13,0
"tRF-21-R3VJ4ZZ5D",0,5.12,0,12.85,13.25,4.46,4.57,3.89
"tRF-21-R3ZV1RY1B",3.04,0,0,0,0,0,4.57,0
"tRF-21-R7F8YKIRE",6.08,0,7.02,0,0,0,0,3.89
"tRF-21-R81XDDZZD",0,0,3.51,0,4.42,8.91,4.57,15.57
"tRF-21-R8V0JZOYD",3.04,0,0,0,0,0,0,0
"tRF-21-R95933JKB",0,0,0,0,4.42,0,0,0
"tRF-21-R95R3JH9D",3.04,5.12,3.51,0,0,4.46,0,0
"tRF-21-R95RM3Y8D",0,5.12,0,0,0,0,0,0
"tRF-21-R9O9337KB",0,5.12,3.51,0,0,0,0,0
"tRF-21-R9O933IKB",0,0,3.51,0,0,0,0,0
"tRF-21-R9ODMJ6BD",6.08,0,3.51,0,0,0,0,0
"tRF-21-R9OMKI3UD",3.04,0,0,0,0,0,0,0
"tRF-21-R9OMNI2PD",0,0,0,0,0,0,0,3.89
"tRF-21-RE987S1RD",0,0,7.02,0,0,0,0,0
"tRF-21-RERNLN4QB",3.04,0,3.51,0,4.42,0,0,0
"tRF-21-REVI2ERPB",0,0,0,6.43,0,0,0,0
"tRF-21-RK9P4P9L0",6.08,0,7.02,12.85,0,0,4.57,3.89
"tRF-21-RKIP4OI3B",3.04,5.12,3.51,0,4.42,4.46,0,0
"tRF-21-RN11WZY1B",0,0,0,0,8.83,4.46,0,0
"tRF-21-RNLIK8980",0,0,17.55,0,13.25,0,4.57,3.89
"tRF-21-RNLIK8V80",0,0,3.51,0,0,0,0,0
"tRF-21-RNLNK88K0",18.25,0,3.51,0,0,4.46,0,3.89
"tRF-21-RNLNK88KB",0,10.25,3.51,0,0,0,0,0
"tRF-21-RNLNK8QJ0",0,0,0,0,0,4.46,0,0
"tRF-21-RNLNKSEK0",3.04,0,0,6.43,0,0,0,3.89
"tRF-21-ROWFUBNOB",0,0,0,0,0,0,0,3.89
"tRF-21-RPM830MME",0,0,0,6.43,8.83,0,4.57,0
"tRF-21-RS9NS334D",0,5.12,0,12.85,0,13.37,9.13,0
"tRF-21-RV50SRRND",3.04,0,0,0,0,0,0,0
"tRF-21-RX6N38Z9B",0,5.12,0,0,0,0,4.57,3.89
"tRF-21-RX6NMH49B",0,5.12,0,0,0,0,0,0
"tRF-21-S2I7L7P50",3.04,0,3.51,0,0,0,4.57,0
"tRF-21-S334L2H1B",3.04,20.5,3.51,19.28,35.33,4.46,13.7,15.57
"tRF-21-S3M8309NB",6.08,10.25,3.51,6.43,13.25,4.46,4.57,15.57
"tRF-21-S5QKF1R3E",0,0,0,0,0,0,0,3.89
"tRF-21-S79PVOEOE",3.04,0,0,0,0,0,0,0
"tRF-21-S8V0J6OZE",6.08,0,0,0,4.42,0,0,0
"tRF-21-S8V0J8O9E",3.04,0,17.55,6.43,0,8.91,0,0
"tRF-21-S998LO9D0",9.12,5.12,14.04,0,0,4.46,18.27,3.89
"tRF-21-S9Y8RH93E",0,0,0,0,0,0,0,3.89
"tRF-21-SB325UB1E",21.29,10.25,10.53,12.85,0,13.37,4.57,7.79
"tRF-21-SBKKRSL3E",3.04,0,0,6.43,4.42,4.46,4.57,3.89
"tRF-21-SBUL6JYBD",0,0,0,6.43,8.83,0,0,0
"tRF-21-SWRYVMMV0",12.17,30.75,24.57,12.85,8.83,22.28,27.4,19.46
"tRF-21-SXR3IEWS0",0,0,0,0,0,0,4.57,0
"tRF-21-U00KRX67D",6.08,97.37,7.02,102.84,83.91,111.4,100.48,147.92
"tRF-21-U0EZY9X1B",6.08,164,7.02,134.98,128.07,129.23,77.64,81.74
"tRF-21-U37Y93Y0E",0,5.12,0,0,8.83,0,0,3.89
"tRF-21-U3KQ9MV1B",0,10.25,3.51,6.43,4.42,4.46,13.7,3.89
"tRF-21-U4307W5ND",3.04,5.12,3.51,0,8.83,4.46,13.7,0
"tRF-21-U4727OFIE",0,30.75,3.51,44.99,79.49,44.56,13.7,42.82
"tRF-21-U736DFHFD",0,10.25,0,0,4.42,4.46,0,0
"tRF-21-UDJKSV5ND",6.08,0,0,0,0,0,0,0
"tRF-21-UDK7VZ41B",0,10.25,0,0,0,4.46,4.57,3.89
"tRF-21-UDM0IBB7E",12.17,5.12,14.04,0,0,0,4.57,0
"tRF-21-UE02K0F7E",0,0,0,0,0,4.46,0,0
"tRF-21-UE15MXE9D",0,25.62,0,6.43,13.25,4.46,13.7,15.57
"tRF-21-UE3QHMY1B",0,0,0,0,0,4.46,0,0
"tRF-21-UEDP5IUDD",9.12,10.25,0,12.85,4.42,0,4.57,0
"tRF-21-UF04QZ45D",3.04,5.12,3.51,6.43,0,17.82,9.13,19.46
"tRF-21-UFQQKNR7E",0,0,0,0,0,0,4.57,3.89
"tRF-21-UHK0SVRND",3.04,0,0,0,0,0,0,0
"tRF-21-UID4ZWRNE",3.04,0,10.53,6.43,0,4.46,9.13,11.68
"tRF-21-UJJKIWRND",3.04,10.25,14.04,0,8.83,8.91,0,7.79
"tRF-21-UKMYOZDED",0,0,3.51,0,0,4.46,0,0
"tRF-21-UMX0S75ND",6.08,5.12,3.51,0,4.42,4.46,0,7.79
"tRF-21-UMX0SW5ND",3.04,0,7.02,0,0,0,0,0
"tRF-21-UMXKS6RND",6.08,15.37,3.51,0,4.42,31.19,4.57,15.57
"tRF-21-UP82R9D9D",0,0,0,0,4.42,4.46,13.7,0
"tRF-21-UUK7VZ0RB",0,15.37,0,0,13.25,4.46,13.7,3.89
"tRF-21-V29K9UV30",76.03,87.12,63.18,64.27,79.49,49.02,68.51,54.5
"tRF-21-V2Y7RZ81D",0,0,0,0,0,0,0,3.89
"tRF-21-V2Y8L9810",0,0,0,0,8.83,4.46,4.57,3.89
"tRF-21-V36562IZ0",0,0,0,0,0,0,4.57,0
"tRF-21-V3WD8YQ8D",0,0,3.51,6.43,0,0,0,0
"tRF-21-V47P596VE",127.73,87.12,73.7,89.98,123.66,102.49,63.94,132.35
"tRF-21-V47PU9XWE",139.9,138.37,108.8,64.27,141.32,129.23,109.61,105.1
"tRF-21-V4QP596VE",9.12,25.62,10.53,6.43,17.67,13.37,13.7,7.79
"tRF-21-V5393L41B",3.04,10.25,7.02,19.28,44.16,13.37,4.57,11.68
"tRF-21-V6M7QZ0HD",0,0,0,0,4.42,0,0,0
"tRF-21-V81H93WBE",0,0,0,0,0,4.46,0,0
"tRF-21-V8WPMN1EE",3.04,0,0,0,0,4.46,0,3.89
"tRF-21-VBY9P9KHD",0,0,0,0,0,4.46,0,0
"tRF-21-VBY9PYKHD",51.7,66.62,59.67,96.41,44.16,26.74,36.54,19.46
"tRF-21-VHS2PNXI0",0,0,0,6.43,0,0,0,0
"tRF-21-VI7O409Z0",0,0,0,6.43,0,0,0,0
"tRF-21-VIJMRPFQD",3.04,0,0,0,0,0,0,0
"tRF-21-VKS4I7LZD",3.04,0,0,0,0,0,0,0
"tRF-21-VKS4I7LZE",0,0,0,6.43,0,0,0,0
"tRF-21-VKS4I7MNE",0,0,0,6.43,0,4.46,0,0
"tRF-21-VKXZFYYDE",24.33,15.37,24.57,25.71,17.67,40.11,36.54,19.46
"tRF-21-VL3NBZKEE",6.08,5.12,0,6.43,0,4.46,4.57,3.89
"tRF-21-VL4YMY910",0,0,0,0,4.42,0,0,0
"tRF-21-VM7JL3RXB",0,0,0,0,0,0,0,3.89
"tRF-21-VP9N15WV0",18.25,10.25,10.53,6.43,0,4.46,0,0
"tRF-21-VRI8WX6RD",0,0,0,6.43,0,0,4.57,3.89
"tRF-21-VUY9RZRMD",0,5.12,0,0,0,0,0,0
"tRF-21-W03638F5D",0,0,0,0,0,0,0,3.89
"tRF-21-W087W4SVD",0,0,3.51,0,0,0,0,0
"tRF-21-W0K67205D",6.08,10.25,21.06,12.85,26.5,22.28,0,19.46
"tRF-21-W282FN5KE",0,0,0,0,0,0,0,3.89
"tRF-21-W282FNPKE",3.04,0,3.51,0,4.42,4.46,0,3.89
"tRF-21-W3FJHPEZE",9.12,15.37,3.51,6.43,0,4.46,4.57,3.89
"tRF-21-W3FJIKE7E",3.04,0,7.02,0,0,0,0,3.89
"tRF-21-W47W1R7HB",12.17,20.5,7.02,12.85,13.25,8.91,13.7,7.79
"tRF-21-W631QJ3KE",3.04,0,7.02,0,0,0,0,0
"tRF-21-W6RERNLND",9.12,0,10.53,0,0,8.91,0,3.89
"tRF-21-W6UMX0SW0",3.04,0,7.02,0,0,0,0,0
"tRF-21-W7W26WRND",12.17,0,0,0,0,0,0,0
"tRF-21-W7WK6WRND",12.17,0,10.53,0,0,0,0,7.79
"tRF-21-W7WK6WRNE",3.04,0,7.02,0,4.42,0,0,0
"tRF-21-WB08P2B5D",0,0,0,0,0,0,4.57,0
"tRF-21-WB08P2F5D",6.08,15.37,10.53,0,4.42,4.46,0,0
"tRF-21-WB08Q2B5D",182.48,143.5,126.35,115.69,163.4,106.95,137.02,85.64
"tRF-21-WB0Q37Q5D",231.14,281.87,203.56,244.24,242.9,213.9,146.15,171.27
"tRF-21-WB0UQ2B5D",0,0,0,0,4.42,0,0,0
"tRF-21-WB863IP5D",9.12,15.37,14.04,44.99,0,17.82,9.13,0
"tRF-21-WB8647O5D",36.5,97.37,35.1,64.27,57.41,62.39,18.27,54.5
"tRF-21-WB8689SVD",51.7,35.87,38.61,19.28,39.75,26.74,31.97,19.46
"tRF-21-WB86N7O5D",88.2,97.37,73.7,89.98,44.16,102.49,50.24,42.82
"tRF-21-WB86Q3P9D",6.08,10.25,10.53,0,0,0,4.57,3.89
"tRF-21-WB86QKP9D",0,0,3.51,6.43,0,0,0,0
"tRF-21-WB86S2P9D",6.08,0,0,0,0,0,0,0
"tRF-21-WB88481DD",6.08,0,0,0,0,0,0,0
"tRF-21-WB884U1DD",18.25,5.12,7.02,0,13.25,4.46,9.13,15.57
"tRF-21-WB8HWKS5D",130.77,76.87,87.74,51.42,61.83,49.02,27.4,31.14
"tRF-21-WB8US565D",100.36,117.87,105.29,141.4,181.07,98.04,82.21,62.28
"tRF-21-WB8Y3DUVD",12.17,15.37,14.04,6.43,8.83,8.91,0,0
"tRF-21-WB8Y45FVD",3.04,0,0,0,0,0,0,0
"tRF-21-WBE8Q2B5D",0,5.12,0,0,0,4.46,0,0
"tRF-21-WBK647R5D",3.04,0,0,0,0,0,0,0
"tRF-21-WBKY4VXVD",15.21,5.12,0,0,0,0,4.57,3.89
"tRF-21-WD8S746DD",85.16,35.87,168.47,77.13,35.33,44.56,13.7,23.36
"tRF-21-WD8SS46DD",0,0,21.06,12.85,4.42,0,4.57,0
"tRF-21-WD8YQ84VD",15.21,5.12,28.08,12.85,4.42,17.82,4.57,15.57
"tRF-21-WE884U1DD",36.5,10.25,24.57,44.99,35.33,26.74,18.27,11.68
"tRF-21-WE8P4U1DD",0,0,0,6.43,0,0,0,0
"tRF-21-WE8RO86JD",0,0,3.51,6.43,0,0,0,0
"tRF-21-WE8S68L5D",0,5.12,3.51,12.85,4.42,0,9.13,3.89
"tRF-21-WE8SP6X5D",3.04,5.12,10.53,32.14,0,4.46,0,0
"tRF-21-WE8SPOL5D",69.95,102.5,101.78,70.7,83.91,44.56,22.84,23.36
"tRF-21-WE8SPOX5D",18.25,35.87,28.08,25.71,26.5,17.82,22.84,11.68
"tRF-21-WE8YPOX5D",0,5.12,0,6.43,0,0,0,0
"tRF-21-WEK6PM85D",0,0,7.02,6.43,0,0,0,0
"tRF-21-WEK87965D",0,10.25,7.02,12.85,0,8.91,0,3.89
"tRF-21-WEK8Q2B5D",0,15.37,0,0,0,4.46,0,0
"tRF-21-WEKSP185D",3.04,0,0,0,0,0,4.57,0
"tRF-21-WEKSPM85D",45.62,46.12,49.14,64.27,53,53.47,31.97,27.25
"tRF-21-WEKSU8P5D",3.04,0,0,0,0,0,0,0
"tRF-21-WEPSJ985D",0,0,0,0,0,4.46,0,0
"tRF-21-WEPSJR85D",6.08,0,7.02,6.43,8.83,0,4.57,0
"tRF-21-WFUBNOBZE",0,15.37,0,0,8.83,4.46,4.57,11.68
"tRF-21-WJ9X0UD3E",3.04,0,0,6.43,0,0,0,0
"tRF-21-WKXU53K80",3.04,0,3.51,0,4.42,4.46,0,3.89
"tRF-21-WLBSDEL80",0,5.12,10.53,0,8.83,13.37,0,11.68
"tRF-21-WO0Q37Q5D",3.04,30.75,10.53,6.43,0,4.46,0,3.89
"tRF-21-WOFFR3VJD",0,0,0,6.43,8.83,0,0,7.79
"tRF-21-WP9I1EWJ0",3.04,0,0,0,0,0,0,0
"tRF-21-WP9N1EWJ0",3.04,5.12,7.02,0,4.42,0,0,0
"tRF-21-WPMN1E8Y0",18.25,10.25,10.53,12.85,8.83,0,13.7,3.89
"tRF-21-WPRLXN48E",0,0,3.51,0,0,0,0,0
"tRF-21-WR645J7KE",6.08,5.12,17.55,6.43,4.42,8.91,4.57,15.57
"tRF-21-WRD81H93E",0,5.12,0,6.43,4.42,4.46,0,3.89
"tRF-21-WUH6QE30E",6.08,0,3.51,0,0,4.46,0,0
"tRF-21-WURMJKYO0",6.08,5.12,7.02,12.85,0,0,0,3.89
"tRF-21-WURMJKYQ0",0,0,3.51,0,0,0,0,0
"tRF-21-WYL1M3WEE",0,0,0,0,0,0,4.57,0
"tRF-21-X0SW5NLJD",0,0,0,0,0,0,0,3.89
"tRF-21-X0SW5NLMD",0,0,3.51,0,0,0,0,0
"tRF-21-X3HRL7S50",0,0,0,0,0,4.46,0,0
"tRF-21-X4J09KZYD",0,0,0,0,0,4.46,0,0
"tRF-21-X5S4113KE",0,0,0,0,4.42,0,0,0
"tRF-21-XBINVDRID",3.04,30.75,0,57.85,79.49,44.56,22.84,38.93
"tRF-21-XEKJ5R5ND",3.04,0,7.02,0,0,4.46,0,3.89
"tRF-21-XENDBP1IE",0,0,0,0,8.83,4.46,0,0
"tRF-21-XF026ZEDD",9.12,5.12,0,6.43,8.83,0,4.57,3.89
"tRF-21-XKS6RN23D",3.04,0,7.02,0,0,0,0,0
"tRF-21-XN13QXQWE",6.08,5.12,0,0,26.5,8.91,13.7,11.68
"tRF-21-XOUZDZN1B",0,0,0,0,4.42,0,0,3.89
"tRF-21-XP18RZXPE",3.04,5.12,0,0,0,0,0,0
"tRF-21-XSXMSL73E",6.08,5.12,14.04,6.43,13.25,8.91,9.13,11.68
"tRF-21-XXH6Z44YD",3.04,0,0,0,0,0,0,0
"tRF-21-XXH6Z4NYD",0,0,0,0,0,4.46,0,0
"tRF-21-Y086Z34JD",0,0,3.51,0,4.42,0,0,7.79
"tRF-21-Y3HRL7S50",0,0,0,0,4.42,0,0,0
"tRF-21-Y5KK91M3E",0,0,0,6.43,0,0,0,0
"tRF-21-Y5KKM1M3E",9.12,5.12,0,0,4.42,0,9.13,3.89
"tRF-21-Y5LSM1M3E",0,0,0,0,4.42,0,0,0
"tRF-21-Y6FPZD3KD",0,5.12,3.51,0,0,0,4.57,0
"tRF-21-Y6FPZD3KE",6.08,20.5,10.53,0,8.83,13.37,0,7.79
"tRF-21-Y6V4VH7QD",3.04,0,0,0,0,0,0,0
"tRF-21-Y8HPDEXK0",0,5.12,3.51,0,0,0,0,0
"tRF-21-Y91293WEE",3.04,0,0,0,0,4.46,4.57,0
"tRF-21-YBKRYNW5D",0,0,3.51,0,4.42,0,0,0
"tRF-21-YBOZZ7NDD",6.08,87.12,14.04,19.28,44.16,31.19,18.27,19.46
"tRF-21-YDLBRY73E",3.04,0,0,0,0,0,0,0
"tRF-21-YDU37Y93E",12.17,20.5,24.57,25.71,0,0,4.57,0
